gvkey,iid,datadate,tic,conm,prccd
001447,01,20000103,AXP,AMERICAN EXPRESS CO,157.2500
001447,01,20000104,AXP,AMERICAN EXPRESS CO,151.3125
001447,01,20000105,AXP,AMERICAN EXPRESS CO,147.2500
001447,01,20000106,AXP,AMERICAN EXPRESS CO,150.2500
001447,01,20000107,AXP,AMERICAN EXPRESS CO,152.4375
001447,01,20000110,AXP,AMERICAN EXPRESS CO,154.5625
001447,01,20000111,AXP,AMERICAN EXPRESS CO,156.0000
001447,01,20000112,AXP,AMERICAN EXPRESS CO,155.1875
001447,01,20000113,AXP,AMERICAN EXPRESS CO,156.0000
001447,01,20000114,AXP,AMERICAN EXPRESS CO,159.5000
001447,01,20000118,AXP,AMERICAN EXPRESS CO,151.5625
001447,01,20000119,AXP,AMERICAN EXPRESS CO,148.9375
001447,01,20000120,AXP,AMERICAN EXPRESS CO,152.4375
001447,01,20000121,AXP,AMERICAN EXPRESS CO,151.6875
001447,01,20000124,AXP,AMERICAN EXPRESS CO,152.0000
001447,01,20000125,AXP,AMERICAN EXPRESS CO,158.3750
001447,01,20000126,AXP,AMERICAN EXPRESS CO,159.7500
001447,01,20000127,AXP,AMERICAN EXPRESS CO,162.9375
001447,01,20000128,AXP,AMERICAN EXPRESS CO,158.2500
001447,01,20000131,AXP,AMERICAN EXPRESS CO,164.7500
001447,01,20000201,AXP,AMERICAN EXPRESS CO,169.0000
001447,01,20000202,AXP,AMERICAN EXPRESS CO,164.1875
001447,01,20000203,AXP,AMERICAN EXPRESS CO,162.8750
001447,01,20000204,AXP,AMERICAN EXPRESS CO,161.4375
001447,01,20000207,AXP,AMERICAN EXPRESS CO,162.4375
001447,01,20000208,AXP,AMERICAN EXPRESS CO,163.0000
001447,01,20000209,AXP,AMERICAN EXPRESS CO,156.5625
001447,01,20000210,AXP,AMERICAN EXPRESS CO,154.5000
001447,01,20000211,AXP,AMERICAN EXPRESS CO,153.5000
001447,01,20000214,AXP,AMERICAN EXPRESS CO,154.0000
001447,01,20000215,AXP,AMERICAN EXPRESS CO,159.1250
001447,01,20000216,AXP,AMERICAN EXPRESS CO,153.8438
001447,01,20000217,AXP,AMERICAN EXPRESS CO,147.9375
001447,01,20000218,AXP,AMERICAN EXPRESS CO,137.8750
001447,01,20000222,AXP,AMERICAN EXPRESS CO,139.1250
001447,01,20000223,AXP,AMERICAN EXPRESS CO,138.1250
001447,01,20000224,AXP,AMERICAN EXPRESS CO,130.0000
001447,01,20000225,AXP,AMERICAN EXPRESS CO,124.7500
001447,01,20000228,AXP,AMERICAN EXPRESS CO,132.6250
001447,01,20000229,AXP,AMERICAN EXPRESS CO,134.1875
001447,01,20000301,AXP,AMERICAN EXPRESS CO,135.5000
001447,01,20000302,AXP,AMERICAN EXPRESS CO,133.5625
001447,01,20000303,AXP,AMERICAN EXPRESS CO,133.5000
001447,01,20000306,AXP,AMERICAN EXPRESS CO,129.2500
001447,01,20000307,AXP,AMERICAN EXPRESS CO,126.3750
001447,01,20000308,AXP,AMERICAN EXPRESS CO,122.7500
001447,01,20000309,AXP,AMERICAN EXPRESS CO,122.7500
001447,01,20000310,AXP,AMERICAN EXPRESS CO,126.6875
001447,01,20000313,AXP,AMERICAN EXPRESS CO,126.5625
001447,01,20000314,AXP,AMERICAN EXPRESS CO,128.4375
001447,01,20000315,AXP,AMERICAN EXPRESS CO,132.8750
001447,01,20000316,AXP,AMERICAN EXPRESS CO,143.7500
001447,01,20000317,AXP,AMERICAN EXPRESS CO,143.6250
001447,01,20000320,AXP,AMERICAN EXPRESS CO,142.0000
001447,01,20000321,AXP,AMERICAN EXPRESS CO,145.8750
001447,01,20000322,AXP,AMERICAN EXPRESS CO,147.7500
001447,01,20000323,AXP,AMERICAN EXPRESS CO,156.0000
001447,01,20000324,AXP,AMERICAN EXPRESS CO,155.6250
001447,01,20000327,AXP,AMERICAN EXPRESS CO,150.5000
001447,01,20000328,AXP,AMERICAN EXPRESS CO,152.5000
001447,01,20000329,AXP,AMERICAN EXPRESS CO,151.6250
001447,01,20000330,AXP,AMERICAN EXPRESS CO,149.0000
001447,01,20000331,AXP,AMERICAN EXPRESS CO,148.9375
001447,01,20000403,AXP,AMERICAN EXPRESS CO,155.5000
001447,01,20000404,AXP,AMERICAN EXPRESS CO,147.0000
001447,01,20000405,AXP,AMERICAN EXPRESS CO,144.5000
001447,01,20000406,AXP,AMERICAN EXPRESS CO,141.0000
001447,01,20000407,AXP,AMERICAN EXPRESS CO,139.0625
001447,01,20000410,AXP,AMERICAN EXPRESS CO,143.1875
001447,01,20000411,AXP,AMERICAN EXPRESS CO,145.1875
001447,01,20000412,AXP,AMERICAN EXPRESS CO,150.7500
001447,01,20000413,AXP,AMERICAN EXPRESS CO,146.0000
001447,01,20000414,AXP,AMERICAN EXPRESS CO,134.0000
001447,01,20000417,AXP,AMERICAN EXPRESS CO,134.0000
001447,01,20000418,AXP,AMERICAN EXPRESS CO,139.9375
001447,01,20000419,AXP,AMERICAN EXPRESS CO,139.5000
001447,01,20000420,AXP,AMERICAN EXPRESS CO,143.0000
001447,01,20000424,AXP,AMERICAN EXPRESS CO,150.0625
001447,01,20000425,AXP,AMERICAN EXPRESS CO,158.0000
001447,01,20000426,AXP,AMERICAN EXPRESS CO,154.6250
001447,01,20000427,AXP,AMERICAN EXPRESS CO,155.0000
001447,01,20000428,AXP,AMERICAN EXPRESS CO,149.5000
001447,01,20000501,AXP,AMERICAN EXPRESS CO,151.3750
001447,01,20000502,AXP,AMERICAN EXPRESS CO,148.0625
001447,01,20000503,AXP,AMERICAN EXPRESS CO,142.0000
001447,01,20000504,AXP,AMERICAN EXPRESS CO,144.7500
001447,01,20000505,AXP,AMERICAN EXPRESS CO,146.1250
001447,01,20000508,AXP,AMERICAN EXPRESS CO,152.0625
001447,01,20000509,AXP,AMERICAN EXPRESS CO,148.0000
001447,01,20000510,AXP,AMERICAN EXPRESS CO,143.3750
001447,01,20000511,AXP,AMERICAN EXPRESS CO,49.5000
001447,01,20000512,AXP,AMERICAN EXPRESS CO,50.2500
001447,01,20000515,AXP,AMERICAN EXPRESS CO,52.1875
001447,01,20000516,AXP,AMERICAN EXPRESS CO,51.1250
001447,01,20000517,AXP,AMERICAN EXPRESS CO,50.9375
001447,01,20000518,AXP,AMERICAN EXPRESS CO,51.8125
001447,01,20000519,AXP,AMERICAN EXPRESS CO,50.3125
001447,01,20000522,AXP,AMERICAN EXPRESS CO,49.6250
001447,01,20000523,AXP,AMERICAN EXPRESS CO,50.7500
001447,01,20000524,AXP,AMERICAN EXPRESS CO,50.0000
001447,01,20000525,AXP,AMERICAN EXPRESS CO,48.8750
001447,01,20000526,AXP,AMERICAN EXPRESS CO,49.0625
001447,01,20000530,AXP,AMERICAN EXPRESS CO,50.6250
001447,01,20000531,AXP,AMERICAN EXPRESS CO,54.0000
001447,01,20000601,AXP,AMERICAN EXPRESS CO,53.8750
001447,01,20000602,AXP,AMERICAN EXPRESS CO,56.5000
001447,01,20000605,AXP,AMERICAN EXPRESS CO,55.6250
001447,01,20000606,AXP,AMERICAN EXPRESS CO,54.0000
001447,01,20000607,AXP,AMERICAN EXPRESS CO,56.4375
001447,01,20000608,AXP,AMERICAN EXPRESS CO,55.0625
001447,01,20000609,AXP,AMERICAN EXPRESS CO,53.8125
001447,01,20000612,AXP,AMERICAN EXPRESS CO,53.6875
001447,01,20000613,AXP,AMERICAN EXPRESS CO,54.5000
001447,01,20000614,AXP,AMERICAN EXPRESS CO,56.8750
001447,01,20000615,AXP,AMERICAN EXPRESS CO,55.5000
001447,01,20000616,AXP,AMERICAN EXPRESS CO,51.5000
001447,01,20000619,AXP,AMERICAN EXPRESS CO,53.5000
001447,01,20000620,AXP,AMERICAN EXPRESS CO,54.0000
001447,01,20000621,AXP,AMERICAN EXPRESS CO,52.6250
001447,01,20000622,AXP,AMERICAN EXPRESS CO,53.4375
001447,01,20000623,AXP,AMERICAN EXPRESS CO,53.6250
001447,01,20000626,AXP,AMERICAN EXPRESS CO,56.1875
001447,01,20000627,AXP,AMERICAN EXPRESS CO,54.1875
001447,01,20000628,AXP,AMERICAN EXPRESS CO,53.1875
001447,01,20000629,AXP,AMERICAN EXPRESS CO,52.4375
001447,01,20000630,AXP,AMERICAN EXPRESS CO,52.1250
001447,01,20000703,AXP,AMERICAN EXPRESS CO,52.3750
001447,01,20000705,AXP,AMERICAN EXPRESS CO,52.1250
001447,01,20000706,AXP,AMERICAN EXPRESS CO,51.9375
001447,01,20000707,AXP,AMERICAN EXPRESS CO,53.7500
001447,01,20000710,AXP,AMERICAN EXPRESS CO,54.8750
001447,01,20000711,AXP,AMERICAN EXPRESS CO,54.0625
001447,01,20000712,AXP,AMERICAN EXPRESS CO,55.0000
001447,01,20000713,AXP,AMERICAN EXPRESS CO,54.9375
001447,01,20000714,AXP,AMERICAN EXPRESS CO,57.0625
001447,01,20000717,AXP,AMERICAN EXPRESS CO,56.1250
001447,01,20000718,AXP,AMERICAN EXPRESS CO,55.1875
001447,01,20000719,AXP,AMERICAN EXPRESS CO,55.0625
001447,01,20000720,AXP,AMERICAN EXPRESS CO,57.0625
001447,01,20000721,AXP,AMERICAN EXPRESS CO,59.2500
001447,01,20000724,AXP,AMERICAN EXPRESS CO,56.9375
001447,01,20000725,AXP,AMERICAN EXPRESS CO,55.8750
001447,01,20000726,AXP,AMERICAN EXPRESS CO,55.6250
001447,01,20000727,AXP,AMERICAN EXPRESS CO,58.3125
001447,01,20000728,AXP,AMERICAN EXPRESS CO,55.7500
001447,01,20000731,AXP,AMERICAN EXPRESS CO,56.6875
001447,01,20000801,AXP,AMERICAN EXPRESS CO,56.8125
001447,01,20000802,AXP,AMERICAN EXPRESS CO,57.3750
001447,01,20000803,AXP,AMERICAN EXPRESS CO,58.0000
001447,01,20000804,AXP,AMERICAN EXPRESS CO,59.9375
001447,01,20000807,AXP,AMERICAN EXPRESS CO,58.8125
001447,01,20000808,AXP,AMERICAN EXPRESS CO,58.7500
001447,01,20000809,AXP,AMERICAN EXPRESS CO,59.6250
001447,01,20000810,AXP,AMERICAN EXPRESS CO,58.6875
001447,01,20000811,AXP,AMERICAN EXPRESS CO,59.7500
001447,01,20000814,AXP,AMERICAN EXPRESS CO,60.1875
001447,01,20000815,AXP,AMERICAN EXPRESS CO,59.1875
001447,01,20000816,AXP,AMERICAN EXPRESS CO,57.3125
001447,01,20000817,AXP,AMERICAN EXPRESS CO,58.5000
001447,01,20000818,AXP,AMERICAN EXPRESS CO,58.5000
001447,01,20000821,AXP,AMERICAN EXPRESS CO,59.1250
001447,01,20000822,AXP,AMERICAN EXPRESS CO,57.9375
001447,01,20000823,AXP,AMERICAN EXPRESS CO,57.3125
001447,01,20000824,AXP,AMERICAN EXPRESS CO,56.5000
001447,01,20000825,AXP,AMERICAN EXPRESS CO,56.5625
001447,01,20000828,AXP,AMERICAN EXPRESS CO,59.8750
001447,01,20000829,AXP,AMERICAN EXPRESS CO,59.2500
001447,01,20000830,AXP,AMERICAN EXPRESS CO,58.9375
001447,01,20000831,AXP,AMERICAN EXPRESS CO,59.1250
001447,01,20000901,AXP,AMERICAN EXPRESS CO,58.4375
001447,01,20000905,AXP,AMERICAN EXPRESS CO,59.7500
001447,01,20000906,AXP,AMERICAN EXPRESS CO,59.6875
001447,01,20000907,AXP,AMERICAN EXPRESS CO,59.3125
001447,01,20000908,AXP,AMERICAN EXPRESS CO,60.6250
001447,01,20000911,AXP,AMERICAN EXPRESS CO,61.8125
001447,01,20000912,AXP,AMERICAN EXPRESS CO,61.8750
001447,01,20000913,AXP,AMERICAN EXPRESS CO,61.3125
001447,01,20000914,AXP,AMERICAN EXPRESS CO,60.8125
001447,01,20000915,AXP,AMERICAN EXPRESS CO,59.3125
001447,01,20000918,AXP,AMERICAN EXPRESS CO,58.0000
001447,01,20000919,AXP,AMERICAN EXPRESS CO,58.5625
001447,01,20000920,AXP,AMERICAN EXPRESS CO,58.0000
001447,01,20000921,AXP,AMERICAN EXPRESS CO,58.2500
001447,01,20000922,AXP,AMERICAN EXPRESS CO,58.7500
001447,01,20000925,AXP,AMERICAN EXPRESS CO,60.0000
001447,01,20000926,AXP,AMERICAN EXPRESS CO,59.5625
001447,01,20000927,AXP,AMERICAN EXPRESS CO,58.6250
001447,01,20000928,AXP,AMERICAN EXPRESS CO,60.9375
001447,01,20000929,AXP,AMERICAN EXPRESS CO,60.7500
001447,01,20001002,AXP,AMERICAN EXPRESS CO,63.0000
001447,01,20001003,AXP,AMERICAN EXPRESS CO,61.5000
001447,01,20001004,AXP,AMERICAN EXPRESS CO,60.8750
001447,01,20001005,AXP,AMERICAN EXPRESS CO,61.0000
001447,01,20001006,AXP,AMERICAN EXPRESS CO,57.9375
001447,01,20001009,AXP,AMERICAN EXPRESS CO,56.6250
001447,01,20001010,AXP,AMERICAN EXPRESS CO,55.5000
001447,01,20001011,AXP,AMERICAN EXPRESS CO,54.3750
001447,01,20001012,AXP,AMERICAN EXPRESS CO,51.8750
001447,01,20001013,AXP,AMERICAN EXPRESS CO,53.9375
001447,01,20001016,AXP,AMERICAN EXPRESS CO,55.7500
001447,01,20001017,AXP,AMERICAN EXPRESS CO,53.7500
001447,01,20001018,AXP,AMERICAN EXPRESS CO,54.2500
001447,01,20001019,AXP,AMERICAN EXPRESS CO,56.0625
001447,01,20001020,AXP,AMERICAN EXPRESS CO,56.0625
001447,01,20001023,AXP,AMERICAN EXPRESS CO,54.3750
001447,01,20001024,AXP,AMERICAN EXPRESS CO,57.1250
001447,01,20001025,AXP,AMERICAN EXPRESS CO,57.3750
001447,01,20001026,AXP,AMERICAN EXPRESS CO,54.4375
001447,01,20001027,AXP,AMERICAN EXPRESS CO,55.8125
001447,01,20001030,AXP,AMERICAN EXPRESS CO,58.4375
001447,01,20001031,AXP,AMERICAN EXPRESS CO,60.0000
001447,01,20001101,AXP,AMERICAN EXPRESS CO,58.3750
001447,01,20001102,AXP,AMERICAN EXPRESS CO,57.6250
001447,01,20001103,AXP,AMERICAN EXPRESS CO,59.6250
001447,01,20001106,AXP,AMERICAN EXPRESS CO,60.6250
001447,01,20001107,AXP,AMERICAN EXPRESS CO,60.9375
001447,01,20001108,AXP,AMERICAN EXPRESS CO,58.0000
001447,01,20001109,AXP,AMERICAN EXPRESS CO,58.2500
001447,01,20001110,AXP,AMERICAN EXPRESS CO,57.0625
001447,01,20001113,AXP,AMERICAN EXPRESS CO,55.8750
001447,01,20001114,AXP,AMERICAN EXPRESS CO,57.3125
001447,01,20001115,AXP,AMERICAN EXPRESS CO,57.6875
001447,01,20001116,AXP,AMERICAN EXPRESS CO,57.7500
001447,01,20001117,AXP,AMERICAN EXPRESS CO,56.0625
001447,01,20001120,AXP,AMERICAN EXPRESS CO,52.6250
001447,01,20001121,AXP,AMERICAN EXPRESS CO,53.2500
001447,01,20001122,AXP,AMERICAN EXPRESS CO,51.8125
001447,01,20001124,AXP,AMERICAN EXPRESS CO,51.3750
001447,01,20001127,AXP,AMERICAN EXPRESS CO,53.0000
001447,01,20001128,AXP,AMERICAN EXPRESS CO,55.1250
001447,01,20001129,AXP,AMERICAN EXPRESS CO,56.9375
001447,01,20001130,AXP,AMERICAN EXPRESS CO,54.9375
001447,01,20001201,AXP,AMERICAN EXPRESS CO,54.2500
001447,01,20001204,AXP,AMERICAN EXPRESS CO,52.0000
001447,01,20001205,AXP,AMERICAN EXPRESS CO,54.0000
001447,01,20001206,AXP,AMERICAN EXPRESS CO,53.7500
001447,01,20001207,AXP,AMERICAN EXPRESS CO,53.4375
001447,01,20001208,AXP,AMERICAN EXPRESS CO,54.8125
001447,01,20001211,AXP,AMERICAN EXPRESS CO,56.5000
001447,01,20001212,AXP,AMERICAN EXPRESS CO,56.1875
001447,01,20001213,AXP,AMERICAN EXPRESS CO,56.5000
001447,01,20001214,AXP,AMERICAN EXPRESS CO,55.4375
001447,01,20001215,AXP,AMERICAN EXPRESS CO,54.6250
001447,01,20001218,AXP,AMERICAN EXPRESS CO,56.7500
001447,01,20001219,AXP,AMERICAN EXPRESS CO,54.9375
001447,01,20001220,AXP,AMERICAN EXPRESS CO,51.4375
001447,01,20001221,AXP,AMERICAN EXPRESS CO,52.5625
001447,01,20001222,AXP,AMERICAN EXPRESS CO,53.1875
001447,01,20001226,AXP,AMERICAN EXPRESS CO,53.2500
001447,01,20001227,AXP,AMERICAN EXPRESS CO,53.1875
001447,01,20001228,AXP,AMERICAN EXPRESS CO,54.0000
001447,01,20001229,AXP,AMERICAN EXPRESS CO,54.9375
001447,01,20010102,AXP,AMERICAN EXPRESS CO,52.0000
001447,01,20010103,AXP,AMERICAN EXPRESS CO,55.9375
001447,01,20010104,AXP,AMERICAN EXPRESS CO,54.1875
001447,01,20010105,AXP,AMERICAN EXPRESS CO,51.5625
001447,01,20010108,AXP,AMERICAN EXPRESS CO,48.9375
001447,01,20010109,AXP,AMERICAN EXPRESS CO,46.9375
001447,01,20010110,AXP,AMERICAN EXPRESS CO,46.6875
001447,01,20010111,AXP,AMERICAN EXPRESS CO,47.8750
001447,01,20010112,AXP,AMERICAN EXPRESS CO,47.9375
001447,01,20010116,AXP,AMERICAN EXPRESS CO,48.3125
001447,01,20010117,AXP,AMERICAN EXPRESS CO,49.4375
001447,01,20010118,AXP,AMERICAN EXPRESS CO,49.6250
001447,01,20010119,AXP,AMERICAN EXPRESS CO,48.6250
001447,01,20010122,AXP,AMERICAN EXPRESS CO,45.0000
001447,01,20010123,AXP,AMERICAN EXPRESS CO,46.5000
001447,01,20010124,AXP,AMERICAN EXPRESS CO,46.2500
001447,01,20010125,AXP,AMERICAN EXPRESS CO,46.3750
001447,01,20010126,AXP,AMERICAN EXPRESS CO,46.6250
001447,01,20010129,AXP,AMERICAN EXPRESS CO,47.6100
001447,01,20010130,AXP,AMERICAN EXPRESS CO,47.9100
001447,01,20010131,AXP,AMERICAN EXPRESS CO,47.1000
001447,01,20010201,AXP,AMERICAN EXPRESS CO,47.4900
001447,01,20010202,AXP,AMERICAN EXPRESS CO,48.1100
001447,01,20010205,AXP,AMERICAN EXPRESS CO,48.4100
001447,01,20010206,AXP,AMERICAN EXPRESS CO,46.9900
001447,01,20010207,AXP,AMERICAN EXPRESS CO,46.3700
001447,01,20010208,AXP,AMERICAN EXPRESS CO,47.1000
001447,01,20010209,AXP,AMERICAN EXPRESS CO,47.0300
001447,01,20010212,AXP,AMERICAN EXPRESS CO,48.1100
001447,01,20010213,AXP,AMERICAN EXPRESS CO,46.7800
001447,01,20010214,AXP,AMERICAN EXPRESS CO,46.6400
001447,01,20010215,AXP,AMERICAN EXPRESS CO,46.8600
001447,01,20010216,AXP,AMERICAN EXPRESS CO,47.2200
001447,01,20010220,AXP,AMERICAN EXPRESS CO,45.9800
001447,01,20010221,AXP,AMERICAN EXPRESS CO,43.9700
001447,01,20010222,AXP,AMERICAN EXPRESS CO,44.5000
001447,01,20010223,AXP,AMERICAN EXPRESS CO,44.9000
001447,01,20010226,AXP,AMERICAN EXPRESS CO,45.2000
001447,01,20010227,AXP,AMERICAN EXPRESS CO,45.4400
001447,01,20010228,AXP,AMERICAN EXPRESS CO,43.8800
001447,01,20010301,AXP,AMERICAN EXPRESS CO,43.0000
001447,01,20010302,AXP,AMERICAN EXPRESS CO,43.7500
001447,01,20010305,AXP,AMERICAN EXPRESS CO,43.2900
001447,01,20010306,AXP,AMERICAN EXPRESS CO,42.9900
001447,01,20010307,AXP,AMERICAN EXPRESS CO,44.2000
001447,01,20010308,AXP,AMERICAN EXPRESS CO,44.4300
001447,01,20010309,AXP,AMERICAN EXPRESS CO,42.7300
001447,01,20010312,AXP,AMERICAN EXPRESS CO,40.4000
001447,01,20010313,AXP,AMERICAN EXPRESS CO,41.6300
001447,01,20010314,AXP,AMERICAN EXPRESS CO,38.4800
001447,01,20010315,AXP,AMERICAN EXPRESS CO,39.8000
001447,01,20010316,AXP,AMERICAN EXPRESS CO,38.1800
001447,01,20010319,AXP,AMERICAN EXPRESS CO,38.7600
001447,01,20010320,AXP,AMERICAN EXPRESS CO,37.2700
001447,01,20010321,AXP,AMERICAN EXPRESS CO,34.9900
001447,01,20010322,AXP,AMERICAN EXPRESS CO,34.7000
001447,01,20010323,AXP,AMERICAN EXPRESS CO,36.8000
001447,01,20010326,AXP,AMERICAN EXPRESS CO,37.7800
001447,01,20010327,AXP,AMERICAN EXPRESS CO,39.6500
001447,01,20010328,AXP,AMERICAN EXPRESS CO,39.0100
001447,01,20010329,AXP,AMERICAN EXPRESS CO,38.9600
001447,01,20010330,AXP,AMERICAN EXPRESS CO,41.3000
001447,01,20010402,AXP,AMERICAN EXPRESS CO,39.7100
001447,01,20010403,AXP,AMERICAN EXPRESS CO,37.9900
001447,01,20010404,AXP,AMERICAN EXPRESS CO,36.2000
001447,01,20010405,AXP,AMERICAN EXPRESS CO,38.3100
001447,01,20010406,AXP,AMERICAN EXPRESS CO,36.7100
001447,01,20010409,AXP,AMERICAN EXPRESS CO,37.1300
001447,01,20010410,AXP,AMERICAN EXPRESS CO,38.1700
001447,01,20010411,AXP,AMERICAN EXPRESS CO,38.4500
001447,01,20010412,AXP,AMERICAN EXPRESS CO,39.1900
001447,01,20010416,AXP,AMERICAN EXPRESS CO,38.5300
001447,01,20010417,AXP,AMERICAN EXPRESS CO,38.9800
001447,01,20010418,AXP,AMERICAN EXPRESS CO,42.5800
001447,01,20010419,AXP,AMERICAN EXPRESS CO,42.9600
001447,01,20010420,AXP,AMERICAN EXPRESS CO,41.5000
001447,01,20010423,AXP,AMERICAN EXPRESS CO,40.5100
001447,01,20010424,AXP,AMERICAN EXPRESS CO,40.7500
001447,01,20010425,AXP,AMERICAN EXPRESS CO,41.1000
001447,01,20010426,AXP,AMERICAN EXPRESS CO,41.9000
001447,01,20010427,AXP,AMERICAN EXPRESS CO,43.7400
001447,01,20010430,AXP,AMERICAN EXPRESS CO,42.4400
001447,01,20010501,AXP,AMERICAN EXPRESS CO,42.2500
001447,01,20010502,AXP,AMERICAN EXPRESS CO,43.2400
001447,01,20010503,AXP,AMERICAN EXPRESS CO,42.4600
001447,01,20010504,AXP,AMERICAN EXPRESS CO,43.8500
001447,01,20010507,AXP,AMERICAN EXPRESS CO,43.2300
001447,01,20010508,AXP,AMERICAN EXPRESS CO,41.3000
001447,01,20010509,AXP,AMERICAN EXPRESS CO,41.6000
001447,01,20010510,AXP,AMERICAN EXPRESS CO,42.8400
001447,01,20010511,AXP,AMERICAN EXPRESS CO,42.2700
001447,01,20010514,AXP,AMERICAN EXPRESS CO,42.4100
001447,01,20010515,AXP,AMERICAN EXPRESS CO,41.8400
001447,01,20010516,AXP,AMERICAN EXPRESS CO,44.3000
001447,01,20010517,AXP,AMERICAN EXPRESS CO,44.3600
001447,01,20010518,AXP,AMERICAN EXPRESS CO,43.7000
001447,01,20010521,AXP,AMERICAN EXPRESS CO,44.9900
001447,01,20010522,AXP,AMERICAN EXPRESS CO,46.0500
001447,01,20010523,AXP,AMERICAN EXPRESS CO,44.7000
001447,01,20010524,AXP,AMERICAN EXPRESS CO,44.6000
001447,01,20010525,AXP,AMERICAN EXPRESS CO,43.3300
001447,01,20010529,AXP,AMERICAN EXPRESS CO,42.4100
001447,01,20010530,AXP,AMERICAN EXPRESS CO,42.2700
001447,01,20010531,AXP,AMERICAN EXPRESS CO,42.1200
001447,01,20010601,AXP,AMERICAN EXPRESS CO,42.3800
001447,01,20010604,AXP,AMERICAN EXPRESS CO,42.7400
001447,01,20010605,AXP,AMERICAN EXPRESS CO,42.6000
001447,01,20010606,AXP,AMERICAN EXPRESS CO,41.8800
001447,01,20010607,AXP,AMERICAN EXPRESS CO,41.1600
001447,01,20010608,AXP,AMERICAN EXPRESS CO,40.9900
001447,01,20010611,AXP,AMERICAN EXPRESS CO,41.4100
001447,01,20010612,AXP,AMERICAN EXPRESS CO,41.8000
001447,01,20010613,AXP,AMERICAN EXPRESS CO,41.5200
001447,01,20010614,AXP,AMERICAN EXPRESS CO,39.7700
001447,01,20010615,AXP,AMERICAN EXPRESS CO,38.9400
001447,01,20010618,AXP,AMERICAN EXPRESS CO,38.5400
001447,01,20010619,AXP,AMERICAN EXPRESS CO,38.6400
001447,01,20010620,AXP,AMERICAN EXPRESS CO,39.4600
001447,01,20010621,AXP,AMERICAN EXPRESS CO,40.4000
001447,01,20010622,AXP,AMERICAN EXPRESS CO,40.7500
001447,01,20010625,AXP,AMERICAN EXPRESS CO,39.8800
001447,01,20010626,AXP,AMERICAN EXPRESS CO,39.0000
001447,01,20010627,AXP,AMERICAN EXPRESS CO,38.2500
001447,01,20010628,AXP,AMERICAN EXPRESS CO,39.4700
001447,01,20010629,AXP,AMERICAN EXPRESS CO,38.8000
001447,01,20010702,AXP,AMERICAN EXPRESS CO,39.5100
001447,01,20010703,AXP,AMERICAN EXPRESS CO,39.9400
001447,01,20010705,AXP,AMERICAN EXPRESS CO,39.4900
001447,01,20010706,AXP,AMERICAN EXPRESS CO,38.2800
001447,01,20010709,AXP,AMERICAN EXPRESS CO,38.2000
001447,01,20010710,AXP,AMERICAN EXPRESS CO,37.0000
001447,01,20010711,AXP,AMERICAN EXPRESS CO,37.3300
001447,01,20010712,AXP,AMERICAN EXPRESS CO,38.5200
001447,01,20010713,AXP,AMERICAN EXPRESS CO,39.3600
001447,01,20010716,AXP,AMERICAN EXPRESS CO,38.3600
001447,01,20010717,AXP,AMERICAN EXPRESS CO,38.7800
001447,01,20010718,AXP,AMERICAN EXPRESS CO,37.5000
001447,01,20010719,AXP,AMERICAN EXPRESS CO,38.0000
001447,01,20010720,AXP,AMERICAN EXPRESS CO,37.9800
001447,01,20010723,AXP,AMERICAN EXPRESS CO,38.1300
001447,01,20010724,AXP,AMERICAN EXPRESS CO,37.8000
001447,01,20010725,AXP,AMERICAN EXPRESS CO,38.0600
001447,01,20010726,AXP,AMERICAN EXPRESS CO,38.7700
001447,01,20010727,AXP,AMERICAN EXPRESS CO,39.4900
001447,01,20010730,AXP,AMERICAN EXPRESS CO,39.7000
001447,01,20010731,AXP,AMERICAN EXPRESS CO,40.3300
001447,01,20010801,AXP,AMERICAN EXPRESS CO,41.4900
001447,01,20010802,AXP,AMERICAN EXPRESS CO,41.4200
001447,01,20010803,AXP,AMERICAN EXPRESS CO,40.4500
001447,01,20010806,AXP,AMERICAN EXPRESS CO,39.7800
001447,01,20010807,AXP,AMERICAN EXPRESS CO,40.1700
001447,01,20010808,AXP,AMERICAN EXPRESS CO,39.7900
001447,01,20010809,AXP,AMERICAN EXPRESS CO,39.8100
001447,01,20010810,AXP,AMERICAN EXPRESS CO,39.8500
001447,01,20010813,AXP,AMERICAN EXPRESS CO,39.9600
001447,01,20010814,AXP,AMERICAN EXPRESS CO,39.3900
001447,01,20010815,AXP,AMERICAN EXPRESS CO,38.6600
001447,01,20010816,AXP,AMERICAN EXPRESS CO,38.1500
001447,01,20010817,AXP,AMERICAN EXPRESS CO,37.5000
001447,01,20010820,AXP,AMERICAN EXPRESS CO,38.1500
001447,01,20010821,AXP,AMERICAN EXPRESS CO,36.6000
001447,01,20010822,AXP,AMERICAN EXPRESS CO,37.2300
001447,01,20010823,AXP,AMERICAN EXPRESS CO,37.6900
001447,01,20010824,AXP,AMERICAN EXPRESS CO,38.2100
001447,01,20010827,AXP,AMERICAN EXPRESS CO,38.0300
001447,01,20010828,AXP,AMERICAN EXPRESS CO,37.0100
001447,01,20010829,AXP,AMERICAN EXPRESS CO,37.0000
001447,01,20010830,AXP,AMERICAN EXPRESS CO,35.9500
001447,01,20010831,AXP,AMERICAN EXPRESS CO,36.4200
001447,01,20010904,AXP,AMERICAN EXPRESS CO,36.4500
001447,01,20010905,AXP,AMERICAN EXPRESS CO,36.7300
